CONTRY;CHANGED;USER;CCPU;CCPU_CHANGES;DCPU;DCPU_CHANGES;RCPU;RCPU_CHANGES;X010;X010T_CHANGES;X200_FLASH_TURBE;X200T_CHANGES
Tyskland;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L4;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Schweitz;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.203/P9.126 L3;14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Tyskland;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.203/P9.126 L3;14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
Australien;08-11-2023;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.204/P9.126 L7;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
England;23-11-2023;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_P14.204/P9.126 L2;14.204 Ovality measurement range fix14.203 CLS/ALS: Check for HY-pressure overload during pressure increase at UP3-state14.202 Ovality measurement target range (adr126=1)14.201 CLS: Ensure min period (1 sec) of pressure release (NZ)14.199 Fixed error: Both roller sides are now activated in B_mode via RCPU14.198 ALS/CLS selection via D_IN1(AutoZero) if adr152=1
.Lande ikke nævnt;03-05-2024;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_inactiveP14.210/P9.126 L2;UK approval fixes DVSA 2022
Australien;03-05-2024;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L7;14.217 AD-Zero always taken at start-up even if out of range.14.216 Fixed MoxaTCP error of P14.21514.215 Raw transducer BF-value mode (Zero point = 0) 44-F114.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Belgien;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Belgien;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Belgien;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Canada;03-05-2024;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_inactiveP14.210/P9.126 L2;UK approval fixes DVSA 2022
Czech;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Danmark;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Danmark;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Dubai;03-05-2024;nwtn;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_inactiveP14.210/P9.126 L2;UK approval fixes DVSA 2022
England;03-05-2024;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_inactiveP14.210/P9.126 L2;UK approval fixes DVSA 2022
Frankrig;03-05-2024;SLP;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Færøerne;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Holland;03-05-2024;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.40;;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Letland;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Spanien;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Sverige;03-05-2024;JUC;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;P14.217/P9.126 L1;14.217 AD-Zero always taken at start-up even if out of range.14.216 - Fixed MoxaTCP error of P14.21514.209 - UK approval Max Bf right after RR mesurment will now be calculated the same- Engine start peak is now not part of max Bf messurment- Number of motor startup count can now be higher
Hong-Kong;03-05-2024;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_inactiveP14.210/P9.126 L2;UK approval fixes DVSA 2022
Irland;03-05-2024;NWTN;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_inactiveP14.210/P9.126 L2;UK approval fixes DVSA 2022
Israel;03-05-2024;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_inactiveP14.210/P9.126 L2;UK approval fixes DVSA 2022
New-Zealand;03-05-2024;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.01.01;8.01.01No wait for printer if MoxaTCP (Adr109=3)8.01.004x4 guided test fix8.00.99French translationsCorrect ver. in LCD8.00.98Keep-alive signalReceives only config-packet if in service mode8.00.97 Roller activity indicatorsSuspension diffPrint buffer enlarged;_inactiveP14.210/P9.126 L2;UK approval fixes DVSA 2022
